2D grid of states with the symmetries of the XXZ model

Measurement rule: Spherical harmonics up to degree D=5
N_hidden = 2^12
N_measures = 2^9
N_measures_test = 2^14
N_steps = 2e5 + N_steps_ft
N_steps_ft = 1e3
learning_rate = 1e-5 * N_hidden

States = xx and zz correlators (for lower left quadrant, the plot is point symemtric around the origin):
    a = jnp.linspace(-1., 0., 50)
    xx_correlators, zz_correlators = jnp.meshgrid(a, a)

50x50 matrix of deviations:

5.843209102749824524e-03 5.191811360418796539e-03 4.653810523450374603e-03 4.006742034107446671e-03 3.509867005050182343e-03 3.125926014035940170e-03 2.679889788851141930e-03 2.379118232056498528e-03 2.024324377998709679e-03 1.756319310516119003e-03 1.503836945630609989e-03 1.278880517929792404e-03 1.091382466256618500e-03 9.097808506339788437e-04 7.548036519438028336e-04 6.449898355640470982e-04 5.402729148045182228e-04 4.442709032446146011e-04 3.731538308784365654e-04 3.139675245620310307e-04 2.497932873666286469e-04 2.122015430359169841e-04 1.674982777331024408e-04 1.371110556647181511e-04 1.084225077647715807e-04 9.026365296449512243e-05 6.981479964451864362e-05 5.830448571941815317e-05 4.227181125315837562e-05 3.244442632421851158e-05 2.353634408791549504e-05 1.777285069692879915e-05 1.238380900758784264e-05 9.742614565766416490e-06 6.680043952655978501e-06 4.467279723030515015e-06 3.210207978554535657e-06 2.237564331153407693e-06 1.391734372191422153e-06 8.953725227911490947e-07 6.306071327344398014e-07 3.808560791185300332e-07 1.766937600677920273e-07 9.380394061508923187e-08 6.203984526109707076e-08 4.865345459847958409e-08 3.056006647739195614e-08 2.725051118090959790e-08 2.502252272051919135e-08 2.503398377484700177e-08
5.506413057446479797e-03 4.871148150414228439e-03 4.213430918753147125e-03 3.659822512418031693e-03 3.232142888009548187e-03 2.839652821421623230e-03 2.501452341675758362e-03 2.100241603329777718e-03 1.809216570109128952e-03 1.540889265015721321e-03 1.326006138697266579e-03 1.119655440561473370e-03 9.622017387300729752e-04 7.873747963458299637e-04 6.527659716084599495e-04 5.473467172123491764e-04 4.367128422018140554e-04 3.570477128960192204e-04 2.943485160358250141e-04 2.438415540382266045e-04 2.017483493546023965e-04 1.564911653986200690e-04 1.225376618094742298e-04 9.604766091797500849e-05 7.907504186732694507e-05 5.600653821602463722e-05 4.467203689273446798e-05 3.458921491983346641e-05 2.344098538742400706e-05 1.603672717465087771e-05 1.138366860686801374e-05 7.840368198230862617e-06 4.702063961303792894e-06 3.383087459951639175e-06 1.865821900537412148e-06 1.094967387871292885e-06 4.867314373768749647e-07 2.390582665157126030e-07 1.181114441806130344e-07 5.838351313514067442e-08 3.731709341536770808e-08 2.847894720048316231e-08 2.663733411623070424e-08 2.533980136831814889e-08 2.462301296191071742e-08 2.441405655417838716e-08 2.422890510445085965e-08 2.425549183726616320e-08 2.409145594128858647e-08 2.429023382433115330e-08
5.177507642656564713e-03 4.473503679037094116e-03 3.991563804447650909e-03 3.473769873380661011e-03 3.019687719643115997e-03 2.603627741336822510e-03 2.282008761540055275e-03 1.946649281308054924e-03 1.668595708906650543e-03 1.411531120538711548e-03 1.184649532660841942e-03 9.844572050496935844e-04 8.301798370666801929e-04 6.784274009987711906e-04 5.539398407563567162e-04 4.408326931297779083e-04 3.590169362723827362e-04 2.903245913330465555e-04 2.317240869160741568e-04 1.836334122344851494e-04 1.461190695408731699e-04 1.139072410296648741e-04 8.717046148376539350e-05 6.785240839235484600e-05 4.797854489879682660e-05 3.488380025373771787e-05 2.500677146599628031e-05 1.657758730289060622e-05 1.185518340207636356e-05 7.708678822382353246e-06 4.161439392191823572e-06 2.262839416289352812e-06 1.016947862808592618e-06 3.772935883716854732e-07 1.445308441816450795e-07 4.947569109958749323e-08 2.855486336272861081e-08 2.557626643806543143e-08 2.518289399233708536e-08 2.459080761241239088e-08 2.433137069601798430e-08 2.431284329418303969e-08 2.433656831613006943e-08 2.400807019853345992e-08 2.435766077724110801e-08 2.420805600422681891e-08 2.420066635977491387e-08 2.421270295371868997e-08 2.406758881079440471e-08 2.409992561069884687e-08
4.958716221153736115e-03 4.283565096557140350e-03 3.723942441865801811e-03 3.224085317924618721e-03 2.825336530804634094e-03 2.415423747152090073e-03 2.088782144710421562e-03 1.787445275112986565e-03 1.503347768448293209e-03 1.259271404705941677e-03 1.063718111254274845e-03 8.599509019404649734e-04 7.220197003334760666e-04 5.799103528261184692e-04 4.661715647671371698e-04 3.672853636089712381e-04 2.904758730437606573e-04 2.271297853440046310e-04 1.781246101018041372e-04 1.361546455882489681e-04 1.037329711834900081e-04 7.984553667483851314e-05 5.987542317598126829e-05 4.140556484344415367e-05 2.799279900500550866e-05 1.878434159152675420e-05 1.147263446910073981e-05 6.884309186716564000e-06 3.621342330006882548e-06 1.868083359113370534e-06 6.203459292919433210e-07 1.928602983980454155e-07 4.460146740825621237e-08 2.640151208765928459e-08 2.473912097400443599e-08 2.443688273956468038e-08 2.403436738518394122e-08 2.418516942270798609e-08 2.413666777556500165e-08 2.412876654034334933e-08 2.417519695541159308e-08 2.420160427618611720e-08 2.397818477106739010e-08 2.395583820202773495e-08 2.386176589652677649e-08 2.404275889489326801e-08 2.425550604812087840e-08 2.422076583741272771e-08 2.441362134675273410e-08 2.423520228944653354e-08
4.669871181249618530e-03 4.011664539575576782e-03 3.493328113108873367e-03 3.001592587679624557e-03 2.594650257378816605e-03 2.237035892903804779e-03 1.916874549351632595e-03 1.612044754438102245e-03 1.354982960037887096e-03 1.130275195464491844e-03 9.364293073303997517e-04 7.668132893741130829e-04 6.188919651322066784e-04 4.878590989392250776e-04 3.788406029343605042e-04 2.986062900163233280e-04 2.324475499335676432e-04 1.771421229932457209e-04 1.356592692900449038e-04 9.860770660452544689e-05 7.152371108531951904e-05 5.321459684637375176e-05 3.604131779866293073e-05 2.415648123132996261e-05 1.320358023804146796e-05 7.953512067615520209e-06 4.095757503819186240e-06 1.798948460418614559e-06 5.307254014041973278e-07 1.068349249067068740e-07 2.934540077603742247e-08 2.475672111756921367e-08 2.423852052402253321e-08 2.430288503774136188e-08 2.433205636975799280e-08 2.404583376858226984e-08 2.413583288785048353e-08 2.407963783923605661e-08 2.416265942883910611e-08 2.425767142710810731e-08 2.413954192093115125e-08 2.411531241364173184e-08 2.410804356145490601e-08 2.411178812167236174e-08 2.406989452197194623e-08 2.430990164725699287e-08 2.410546251496725745e-08 2.429013434834814689e-08 2.406047272529576730e-08 2.409116817148060363e-08
4.303751979023218155e-03 3.776223864406347275e-03 3.229829482734203339e-03 2.780967159196734428e-03 2.413335023447871208e-03 2.069844398647546768e-03 1.735929399728775024e-03 1.473375130444765091e-03 1.230596099048852921e-03 1.018424518406391144e-03 8.211194071918725967e-04 6.622949731536209583e-04 5.270081455819308758e-04 4.203550051897764206e-04 3.192418953403830528e-04 2.425823477096855640e-04 1.773916883394122124e-04 1.328818325418978930e-04 9.838835831033065915e-05 6.807313911849632859e-05 4.757868737215176225e-05 3.064477641601115465e-05 1.916879591590259224e-05 1.078004152077483013e-05 5.120756668475223705e-06 2.113495156663702801e-06 4.775977231474826112e-07 8.231481274378893431e-08 2.768381790474450099e-08 2.471522719815766322e-08 2.422278910785280459e-08 2.414671307349181006e-08 2.413722022254205513e-08 2.409136712344661646e-08 2.419208833259745006e-08 2.425262124461369240e-08 2.434629742253946461e-08 2.417989364289496734e-08 2.402233434395384393e-08 2.402560639325201919e-08 2.411727173523559031e-08 2.398761722588460543e-08 2.422718381467348081e-08 2.431544032788224285e-08 2.420431854943672079e-08 2.421527156570846273e-08 2.421101719107809913e-08 2.414744670886648237e-08 2.432746804004182195e-08 2.410710209233002388e-08
4.106794483959674835e-03 3.571280511096119881e-03 3.026277292519807816e-03 2.619621343910694122e-03 2.214386127889156342e-03 1.904114382341504097e-03 1.600540941581130028e-03 1.332868821918964386e-03 1.112512894906103611e-03 9.083937620744109154e-04 7.360668387264013290e-04 5.763500230386853218e-04 4.442895879037678242e-04 3.414790553506463766e-04 2.560131251811981201e-04 1.868464896688237786e-04 1.343285257462412119e-04 9.531947580398991704e-05 6.661278894171118736e-05 4.352958785602822900e-05 2.728091203607618809e-05 1.571019674884155393e-05 7.324465059355134144e-06 3.132513256787206046e-06 8.778628171057789586e-07 1.122060098168731201e-07 2.823813005647934915e-08 2.449544567184602784e-08 2.403177212784157746e-08 2.395839615587647131e-08 2.406842547486576223e-08 2.427642797897533455e-08 2.420382827494904632e-08 2.385023201156855066e-08 2.430013523735397030e-08 2.415656474852312385e-08 2.413300848047583713e-08 2.414926747462686762e-08 2.398445531071047299e-08 2.401414000985369057e-08 2.413686139846049628e-08 2.418895661548958742e-08 2.403139731654846400e-08 2.428289036515707267e-08 2.416705413565978233e-08 2.419717048951497418e-08 2.432995493961698230e-08 2.436223667245940305e-08 2.434078538726680563e-08 2.416449262909736717e-08
3.882092889398336411e-03 3.363876137882471085e-03 2.852297388017177582e-03 2.425306010991334915e-03 2.051913645118474960e-03 1.766269910149276257e-03 1.491378759965300560e-03 1.212342409417033195e-03 9.904725011438131332e-04 8.036797516979277134e-04 6.405369495041668415e-04 4.941579536534845829e-04 3.810759517364203930e-04 2.802492817863821983e-04 2.063799329334869981e-04 1.424626098014414310e-04 9.874728857539594173e-05 6.642316293437033892e-05 4.321848246036097407e-05 2.529122502892278135e-05 1.370850804960355163e-05 5.685764335794374347e-06 1.881562752714671660e-06 2.942320804777409649e-07 3.268273829348800064e-08 2.475758442699316220e-08 2.433905521570522978e-08 2.410857646850672609e-08 2.431043100159513415e-08 2.389184672324518033e-08 2.410616417591882055e-08 2.428831535894460103e-08 2.396933140857981925e-08 2.425286815821436903e-08 2.403944066031726834e-08 2.400263277024805575e-08 2.420081557374942349e-08 2.401104381988261594e-08 2.432463830359665735e-08 2.424328116035212588e-08 2.418781797075553186e-08 2.421190714585463866e-08 2.409617749776771234e-08 2.414759592284099199e-08 2.436460633248316299e-08 2.423365863535309472e-08 2.421920797246457369e-08 2.447247737791258260e-08 2.423931100281606632e-08 2.436951263007358648e-08
3.661567112430930138e-03 3.152345307171344757e-03 2.683637663722038269e-03 2.296621445566415787e-03 1.906948862597346306e-03 1.623696181923151016e-03 1.353722065687179565e-03 1.105339266359806061e-03 8.985623717308044434e-04 7.131233578547835350e-04 5.542610306292772293e-04 4.254554223734885454e-04 3.157506871502846479e-04 2.257206069771200418e-04 1.560894888825714588e-04 1.070182406692765653e-04 6.971410766709595919e-05 4.206337325740605593e-05 2.371266418776940554e-05 1.194259493786375970e-05 4.541526323009748012e-06 1.048548710969043896e-06 7.719428651853377232e-08 2.556641298667727824e-08 2.423768208359433629e-08 2.427932344062355696e-08 2.426635603569593513e-08 2.407326071818260971e-08 2.443342594915520749e-08 2.425082890056273754e-08 2.406224552942148875e-08 2.408165045153509709e-08 2.412584443334253592e-08 2.416518540826473327e-08 2.407696442219275923e-08 2.435071344564221363e-08 2.390818742981082323e-08 2.410294186461214849e-08 2.412047628297386836e-08 2.400909338007295446e-08 2.413362665265594842e-08 2.403002596906844701e-08 2.390182629596893094e-08 2.426724066140195646e-08 2.426050293991011131e-08 2.423657363692655053e-08 2.414511790505002864e-08 2.417178279756626580e-08 2.434665091755050526e-08 2.439871593651332660e-08
3.419011831283569336e-03 2.956785960122942924e-03 2.494718180969357491e-03 2.133461646735668182e-03 1.803488819859921932e-03 1.491773407906293869e-03 1.228371169418096542e-03 9.965795325115323067e-04 8.073747158050537109e-04 6.317555671557784081e-04 4.797244910150766373e-04 3.578627947717905045e-04 2.608220675028860569e-04 1.815223076846450567e-04 1.184730645036324859e-04 7.489545532735064626e-05 4.381066537462174892e-05 2.356281038373708725e-05 1.094762046705000103e-05 3.769156137423124164e-06 5.835499905515462160e-07 3.448522534199582879e-08 2.465950110774883797e-08 2.425569078923217603e-08 2.417634448192984564e-08 2.437782065101146145e-08 2.405161936280819646e-08 2.416248534586884489e-08 2.404735610639363586e-08 2.397673526388643950e-08 2.418770250756097084e-08 2.407983679120206943e-08 2.429309908791310590e-08 2.406403964982928301e-08 2.405953836159824277e-08 2.411580979355676391e-08 2.420182276807736343e-08 2.384624409046409710e-08 2.401943177687826392e-08 2.403045407106674247e-08 2.421690581400071096e-08 2.411241339927983063e-08 2.422687828129710397e-08 2.418348898913791345e-08 2.416464539578555559e-08 2.431569612326711649e-08 2.419679034915134253e-08 2.444037505711094127e-08 2.417035460666738800e-08 2.452613578896034596e-08
